 order,family,genus,species,StemLengthMeters,VDbase um (Vessel diameter stem base micrometers),VDtip um (Vessel diameter stem tip micrometers),Datos crudos sobre hojas,Fuente general,Fuente herbario,Min. longitud total de la hoja (cm),Max. longitud total de la hoja (cm),Min. longitud del peciolo (cm),Max. longitud del peciolo (cm),Min. longitud de la lamina (cm),Max. longitud de la lamina (cm),Min. ancho de hoja o lamina (cm),Max. ancho de hoja o lamina (cm),Tipo de hoja (simple o compuesta),Long hoja (cm),Ancho hoja (cm),NOTAS,,,,
Sabiales,Sabiaceae,Meliosma,dentata,7.80,78.45,21.01,"Hojas obovadas a angostamente elípticas, 415 cm de largo y 1.66 cm de ancho, ápice acuminado, base cuneada, margen entero (en Nicaragua) a conspicuamente serrado, cartáceas, pubescentes en las axilas del nervio principal con los secundarios; pecíolo 0.51.4 cm de largo, puberulento.  Hojas alternas, simples, pecioladas, obovado-oblongas a lanceoladooblongas, de 6-19 cm de largo, 1.9-6.3 cm de ancho, el margen comúnmente aserrado-espinuloso, rara vez entero, el ápice redondeado a largamente acuminado, la base atenuada, coriáceas o subcoriáceas, esparcidamente pubescentes en el envés cuando jovenes, glabras en la madurez, el nervio medio y primarios pubescentes, resaltados en el envés, el pecíolo de 0.3-1.3 cm de largo, 1.0-1.5 mm de ancho, pubescente. ",http://www.worldfloraonline.org/taxon/wfo-0000450181   http://www1.inecol.edu.mx/publicaciones/resumeness/FLOVER/96-Duran.pdf,,4,19,0.3,1.4,,,1.6,6.3,simple,,,,,,,
Sabiales,Sabiaceae,Meliosma,occidentalis,26.67,121.00,37.58,"Leaves elliptic to narrowly obovate, 6-26 cm long, 2.5-10.5 cm wide, acute to acuminate, cuneate to obtuse at the base, chartaceous, entire or with a few remote teeth towards the apex, drying dark above, brownish below, the midvein slightly impressed above, raised below, the secondary veins plane above and prominent below, tertiary venation prominulous below; puberulous on mid- vein above, below puberulous along the main veins and sometimes sparsely over the surface; petiole more or less puberulous, 1-3.5 cm long.    Hojas
alternas, simples, pecioladas, elípticas a angostamente obovadas, de 6.5-27 cm de largo, 1.6-11 cm de ancho, el margen entero a escasamente dentado hacia el ápice, el ápice agudo a acuminado, la base cuneada a obtusa, cartáceas, el haz oscuro al secar, el envés pardo, el nervio medio escasamente marcado en el haz, resaltado en el envés, los nervios primarios planos en el haz, prominentes en el envés, los nervios secundarios resaltados en el envés, el haz pubescente en el nervio medio y primarios en inmadurez, glabras al madurar, el envés pubescente a lo largo de los nervios principales y algunas veces sobre toda la superficie, el pecíolo de 1-3.5 cm de largo, 1-2 mm de ancho, ligeramente pubescente.   ",http://www.worldfloraonline.org/taxon/wfo-0000450398    http://www1.inecol.edu.mx/publicaciones/resumeness/FLOVER/96-Duran.pdf,,6,26,1,3.5,,,2.5,10.5,simple,,,,,,,
Santalales,Loranthaceae,Amyema,pendula,1.02,30.34,16.18,"Leaves lanceolate, 10–44 cm long; 3–20 mm wide, apex usually acute, base attenuate; petiole 1–4 cm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Amyema~pendula,,10,44,1,4,,,0.3,2,simple,,,,,,,
Santalales,Loranthaceae,Atkinsonia,ligustrina,1.57,50.67,15.71,"Leaves lanceolate, 2–5 cm long, 6–14 mm wide, apex obtuse, base attenuate; petiole c. 2 mm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Atkinsonia~ligustrina,,2,5,0,0.2,,,0.6,1.4,simple,,,,,,,
Santalales,Loranthaceae,Nuytsia,floribunda,7.53,87.54,16.17,"Leaves 2-3 inches long, crowded at the tops of the branches; Leaves lanceolate, acute to rounded, 25–100 mm long, 3–6 mm wide, attenuate at base, sessile.",https://www.biodiversitylibrary.org/page/342008#page/440/mode/1up  http://www.anbg.gov.au/abrs/online-resources/flora/redirect.jsp,,2.5,10,,,,,0.3,0.6,simple,,,Sesil,,,,
Santalales,Olacaceae,Ximenia,americana,5.09,56.58,14.26,"Leaves ovate, 3-11 cm. long, 2.0-4.5 cm. broad, retuse and mucronulate at the apex, obtuse to cuneate at the base, subcoriaceous, glabrous or bullate, the costa immersed above, emersed below, the primary lateral veins 3-6 pairs, most conspicu- ous towards the base of the lamina; petiole 5-7 mm. long, canaliculate.",http://www.worldfloraonline.org/taxon/wfo-0000428247,,3,11,0.5,0.7,,,2,4.5,simple,,,,,,,
Santalales,Opiliaceae,Agonandra,racemosa,2.74,53.19,29.90,"green when young; petioles 4 to 9 mm. long; leaf blades lanceolate to broadly elliptic-ovate or even rounded, 4 to 7.5 cm. long, i to 4.5 cm. wide, cuneate to broadly rounded at base, pale be",https://www.jstor.org/stable/24532437,,,,0.4,0.9,4,7.5,1,4.5,simple,,,,,,,
Santalales,Santalaceae,Exocarpos,humifusus,0.40,20.01,9.04,"Leaves opposite, scale-like, triangular, 0.5–1 mm long, obtuse, erect or spreading, persistent. ",https://vicflora.rbg.vic.gov.au/flora/taxon/7e6b460d-ffb1-4258-8bab-49a5313b2ca1,,0.05,0.1,,,,,,,simple,,,"nombre aceptado Exocarpos nanus, reducido a escamas",En ejemplares de herbarios,,,
Santalales,Santalaceae,Exocarpos,neocaledonicus,1.62,34.48,14.52,Long hojas: 4.5-4.3-4.5-5-3.4; ancho hoja: 7.46-6.95-8.46-6-5.75,,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.g00358238?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dexocarpos%2Bneocaledonicus    https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.b_10_0296056?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dexocarpos%2Bneocaledonicus,3.4,5,,,3.4,5,5.75,8.46,simple,,,,,,,
Santalales,Santalaceae,Myoschilos,oblongum,0.74,23.65,9.67,"Hojas glabras simples, ovaladas, de 3 x 2 cm, enteras, agudas, de color verde claro. Long lamina: 1, 1.7, 1, 1.1, 1.6; long hoja: 1.8, 1.2, 1.1, 1, 1.9; long pecíolo: 0.1,0.05,0.09,0.12, 0.03; ancho hoja: 0.5, 0.6,0.5,0.5,0.4",https://issuu.com/fernandoruz/docs/arbustos-para-web/224,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.bc872770?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dmyoschilos%2Boblongum,1,3,0.03,0.1,1,1.7,0.4,2,simple,,,datos tomados de herbario,,,,
Santalales,Santalaceae,Phoradendron,villosum,0.68,26.00,13.82,"Leaves green or olive green, grayish from pubescence, stellate-hairy; blade obovate-elliptic to orbiculate, 13–45 × 9–22 mm, thin to thick and fleshy, base subtruncate to acute, apex rounded to acute; basal phyllotaxy transverse.",http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250101773,,,,,,1.3,4.5,9,22,simple,2.9,,Sésil,,,,
Sapindales,Anacardiaceae,Cyrtocarpa,edulis,5.18,83.45,15.84,"Long hojas: 8.2, 9.9, 7.4, 8.1, 6.8; long peciolo: 1.3, 1.4, 3, 3.3,  2.1; ancho lamina: 5.5, 2.8, 3.8, 3.9, 4.5, lamina: 4.1, 4.4, 4.8, 6.7, 7.7",,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.rsa0038016?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dcyrtocarpa%2Bedulis    https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.uc125094?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dcyrtocarpa%2Bedulis,6.8,9.9,1.3,3.3,4.1,7.7,2.8,5.5,compound,,,,,,,
Sapindales,Anacardiaceae,Lithraea,molleoides,5.44,52.99,12.18,"Hojas: alternas, glabras, verde-amarillentas en el haz, con el envés más pálido; las inferiores ocasionalmente simples, enteras, oblongo-elípticas; las superiores, en su mayoría compuestas e imparipinnadas, con 3 a 5 folíolos. Pecíolo de 1.5-3.5 cm y raquis alado, de similares dimensiones. Folíolos opuestos, sésiles, enteros, de 3-7  x 0.7- 2(2.5) cm, con nervios laterales bien visibles y paralelos entre sí; generalmente lanceolados u oblongo-lanceolados, acuminados o bien subagudos y mucronados, con la base cuneada; menos frecuentemente ovales u oval-lanceolados, con el ápice obtuso y mucronado; el folíolo terminal ligera o netamente mayor que los laterales.  ",https://www.ville-ge.ch/cjb/fdp/publications/publications_pdf/Anacardiaceae_FDP_14.pdf,,8,14,1.5,3.5,,,6,14,compound,11,,,,,,
Sapindales,Anacardiaceae,Malosma,laurina,6.73,59.15,17.39,"Leaves oblong-laceolate, 7-10 cm long, acute or obtuse at the apex, rounded at base, mucronate, rather thin-coraceous; petioles slender, 1-3 cm long.",https://www.biodiversitylibrary.org/page/5514466#page/63/mode/1up    https://www.biodiversitylibrary.org/page/7400033#page/236/mode/1up,,7,10,1,3,,,,,simple,,,,,,,
Sapindales,Anacardiaceae,Myracrodruon,urundeuva,8.93,93.93,13.45,"Hojas: alternas, compuestas, imparipinnadas, de 10 a 30 cm de longitud; 2 a 6 cm corresponden al pecíolo, que es pubescente; segmentos del raquis tambien pubescentes, de 1-2 cm de longitud. Folíolos 5 a 15, de 4-8 x 2-4 cm, peciolulados (peciolo pubescente de 0.2-0.4 cm de longitud, exceptuando el terminal de hasta 2 cm), opuestos, subcoriaceos, ovados u olongo-ovados, con el ápice suagudo y mucronulado o más raramente obtuso, la base cuneada u obtusa y el margen entero o crenulado-aserrado; pubescentes ambas caras, especialmente al envés que es algo más pálido.",https://www.ville-ge.ch/cjb/fdp/publications/publications_pdf/Anacardiaceae_FDP_14.pdf,,10,30,2,6,8,24,8.4,16.8,compound,,,nombre aceptado Astronium urundeuva,,,,
Sapindales,Anacardiaceae,Rhus,ovata,1.96,43.27,12.04,"Leaves coriaceous and shining, ovate, acute or acuminate, entire or rarely sparingly toothed, 2 or 3 inches long, on a stout usually reddish petiole 4 to 8 lines long",https://www.biodiversitylibrary.org/page/8837546#page/382/mode/1up,,5.08,7.62,0.84668,1.69336,,,,,simple,,,,,,,
Sapindales,Anacardiaceae,Schinopsis,brasiliensis,12.07,86.22,14.75,"Hojas: alternas, subcoriaceas, compuestas, imparipinnadas, de 5-15 cm de longitud total, de la cual 1-3 cm corresponden al pecíolo, que es piloso, al igual que los segmentos del raquis, éstps de 0.5-1 cm de longitud. Folíolos 9 a 21, de 1-2 x0.7-1.1 cm, sesiles opuestos o subopuestos, oblongo-lanceolados, algo asimétricos, con el ápice obtuso, brevemente apiculado o emarginado, y la base ampliamente cuneada y asimétrica, verde obscuros y pubescentes en el haz, más pálidos en el envés, con nervios laterales marcados y ascendentes cerca del margen.",https://www.ville-ge.ch/cjb/fdp/publications/publications_pdf/Anacardiaceae_FDP_14.pdff,,5,15,1,3,2,14,2,4,compound,,,,,,,
Sapindales,Anacardiaceae,Spondias,tuberosa,6.87,112.11,20.06,"Leaves 1–4 (5)-jugate, 6–17 cm long; petiole 1.7–5 cm long, petiole and rachis glabrous or sometimes with sparse to scattered (rarely dense) fl exuous hairs; lateral petiolules 0–4 mm long, sometimes reddish, the terminal one 0.3–1.4 cm long, petiolules with sparse to dense fl exuous hairs; basal leafl ets 2.5–5.1 × 1.5–3.2 cm, (broadly) elliptic to ovate, the other laterals 2–6.5 × 1.2–3.5 cm, (broadly) ovate or sometimes broadly elliptic, terminal leafl et 3–5.5 × 1.6–2.7 cm, obovate to (broadly) elliptic, leafl ets often plicate; leafl et apex sharply but usually gradually acuminate (then the acumen 2–7 mm) or less often acute to obtuse or rounded, rarely emarginate, mucronate; lateral lamina usually medially and basally (sub)symmetrical, the base obtuse to subcordate, basal insertion usually (sub)symmetrical and excurrent, leafl ets chartaceous to membranaceous, both surfaces dull; leafl et margin sometimes slightly revolute and thickened (sometimes red on juvenile leafl ets), usually entire, occasionally 1–2 crenulations on a leafl et, densely ciliate with fl exuous hairs to 0.4 mm long, especially on young leafl ets.",https://doi.org/10.3897/phytokeys.55.8489,,6,17,1.7,5,,,4,13.8,compound,,,,,,,
Sapindales,Burseraceae,Bursera,cerasifolia,5.22,75.81,13.52,"leaves simple, sessile, crowded at the endsof the branchlets, ovate-lanceolate, 4-6 cm long, 1-2 cm wide, slightly crenate, thin in texture, with numerous veins nearly at right angles with the midrib",https://www.biodiversitylibrary.org/page/16073560#page/131/mode/1up,,4,6,,,,,1,2,simple,,,Sesil,,,,
Sapindales,Burseraceae,Bursera,fagaroides,2.90,77.76,12.73,"hojas imparipinnadas (excepcionalmente trifolioladas o simples), peciolo de 0.5 a 2 (3) cm de largo, raquis desprovisto o prácticamente desprovisto de alas, con (0) 3 a 5 (6) pares de foliolos, sésiles o subsésiles (excepto a veces el terminal, que puede llevar un peciólulo hasta de 1 cm de largo), de forma elíptica, oblonga a obovada o suborbicular, de 0.5 a 2 (4) cm de largo y 0.3 a 1 (2) cm de ancho, con frecuencia aumentando de tamaño hacia el extremo distal de la hoja, ápice obtuso a agudo, base por lo general cuneada, pero a veces obtusa o redondeada, borde entero a crenado o serrado, de textura membranácea firme, la nervadura central conspicua en el envés, por lo general amarillenta, las laterales ±5 pares, más débilmente marcadas",http://www1.inecol.edu.mx/publicaciones/resumeness/FLOBA/Flora%203.pdf,,,,0.5,2,0.8,3,1,4,compound,,,,,,,
Sapindales,Burseraceae,Bursera,filicifolia,5.22,83.98,17.52,"foliis numerosis ramulos terminantibus, 2- 4cm long, foliolis 5-9- jugis, praesertim subtus tomentosis vel pubescentibus, sessilibus vel petiolulis parvis alatis, ovatis, basi cuneatis,crenatis, 5-10 mm longis; alis inter foliolorum juga angustis",https://www.biodiversitylibrary.org/page/32150247#page/23/mode/1up,,2,4,,,,,1,2,compound,,,Sesil,,,,
Sapindales,Burseraceae,Bursera,microphylla,4.60,82.72,11.44,"foliolis 14- 16 jugis cum imparri 2-3 lin longis oblongo-linearibus seu oblongis obtusis sessilibus in rachis superne marginata. Ancho hoja: 0.3, 0.5, 0.8, 0.76, 0.63; long pecíolo: 0.6, 0.6, 0.3, 0.3, 0.2; long hoja: 0.9, 1.4, 2.4, 2.5, 2.2, lamina: 0.2,0.3,0.3,0.35,0.4",https://www.biodiversitylibrary.org/page/8713974#page/161/mode/1up,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.ny00052368?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528bursera%2Bmicrophylla%2529,0.9,2.5,0.2,0.6,0.2,0.4,0.3,0.8,compound,,,,,,,
Sapindales,Burseraceae,Commiphora,leptophloeos ,6.13,105.91,19.93,"Long hoja: 8.2, 4.9, 5, 4.4, 2.9; ancho hoja: 2, 2.9, 2.5, 3.2, 2.9; long peciolo: 1.5, 1.4, 1.5, 2.4, 7.5; lamina: 6, 3.9, 2.9, 3.3, 3.7,",,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.k000530951?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528bursera%2Borinocensis%2B%2529,2.9,8.2,1.4,7.5,3.3,6,2,3.2,compound,,,"No hay ejemplares de la especie, pero si del sinonimo Bursera orinocensis. Los datos se tomaron de ahí",,,,
Sapindales,Rutaceae,Boronia,pinnata,1.64,21.88,11.84,"Leaves pinnate with 5–11 leaflets, terminal leaflet mostly shortest; rachis 6–20 mm long, winged; leaflets narrow-elliptic or narrow-oblong, 5–25 mm long, 1–3 mm wide, apex acute, margins entire, recurved to flat, glabrous and ± thick; petiole 6–14 mm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Boronia~pinnata,,1.7,7.5,0.6,1.4,0.5,2.5,1,5,compound,,,,,,,
Sapindales,Rutaceae,Brombya,platynema,8.49,60.66,19.87,"Leaf blades about 8-21 x 4-8.2 cm, much paler on the underside. Leaves crowded towards the ends of twigs with fairly long sections (10 cm or more) devoid of leaves or leaf scars. About 6-11 main lateral veins on each side of the midrib. Oil dots visible with a lens if not visible to the naked eye.",http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Brombya_platynema.htm,,,,1.27,2.54,8,21,4,8.2,simple,16.4,,Synonim Melicope platynema Engl.,,,,
Sapindales,Rutaceae,Zanthoxylum,caribaeum,14.11,109.15,24.55,"Hojas alternately evenly distributed, imparipinnadas, 15-27 cm de largo; rachis terete, 1-2.5 mm de ancho; folíolos 5-15, lateral folíolos inaequilateral, wide elípticos (less frequently elliptic or obovate), 4-12.5 cm de largo y 1.5-4 cm de ancho, ápice agudo and cuspidate or acuminado, base obtuse or acute or with one side acute and the other obtuse, decurrent along length of petioule, margen crenado, often grossly, slightly revolute at least at base, glabrous, chartaceous, 8-12 pairs of secondary veins; petioules 1-8 mm de largo. ",http://www.worldfloraonline.org/taxon/wfo-0000429511,,15,27,,,,,8,25,compound,,,,,,,
Sapindales,Rutaceae,Zanthoxylum,rhoifolium,4.32,47.06,22.98,"Hojas alternately evenly distributed, imparipinnadas or paripinnate, 7.5-46 cm de largo, rachis terete (rarely quadrate), 0.7-2.2 mm wide; folíolos 7-30, lateral folíolos angostamente elípticos, 2-9.5 cm de largo y 0.9-3 cm de ancho, ápice acute, base acute then decurrent on petiole, margen crenado, often gruesamente, sometimes slightly revolute at base, sparsely stellate-pubescent, membranous, 8-15 pairs of secondary veins; petioules 0.5-2 mm de largo.",http://www.worldfloraonline.org/taxon/wfo-0000429355,,7.5,46,,,,,4,19,compound,,,,,,,
Sapindales,Sapindaceae,Acer,campestre,10.00,41.89,11.75,Leaf blade length40–70 mmLeaf blade width50–100 mmLeaf stalkthe leaves have leaf stalks,https://gobotany.nativeplanttrust.org/species/acer/campestre/,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.na0095493?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DAcer%2Bcampestre; https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.bm000751546?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DAcer%2Bcampestre; https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.l0014677?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DAcer%2Bcampestre; https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.kw000115612?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DAcer%2Bcampestre; https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.kw000115591?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DAcer%2Bcampestre,,,1.625,4.877,3.397,7.281,3.949,8.42,simple,,,,,,,
Sapindales,Sapindaceae,Acer,pensylvanicum,2.62,35.54,12.62,"Leaf blade length120–180 mmLeaf blade widthUp to 200 mm     Largo        9.85        8.6        10.49        7.31        6.76        10.19        14        6.98
Ancho        7.51        7.28        11.77        6.32        6.37        10.13        12.32        4.14
Peciolo        4.83        2.67        3.04        5.91        4.68        3.08        3.54        2.88
Long. Total        14.15        11.33        13.55        13.24        11.72        13.35        17.4        9.87
",,"Linnean Society of London Herbarium (LINN), LINN-HS1592-14 || Linnean Society of London Herbarium (LINN), LINN-HL1225-13 || Academy of Natural Sciences (PH), PH00039281 || Linnean Society of London Herbarium (LINN), LINN-HS1592-13 || Swedish Museum of Natural History Department of Botany (S), S09-18233",,,2.67,5.91,6.76,14,4.14,12.32,simple,,,,,,,
Sapindales,Sapindaceae,Acer,pseudoplatanus,5.03,56.68,19.21,"5- lobed lvs, the lobes and teeth never sharply acuminate",http://www.worldfloraonline.org/taxon/wfo-0000514908,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.l0014700?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528Acer%2Bpseudoplatanus%2529; https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.l0014701?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528Acer%2Bpseudoplatanus%2529; https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.linn-hl1225-5?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528Acer%2Bpseudoplatanus%2529; https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.ph00050219?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528Acer%2Bpseudoplatanus%2529; https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.ph00050221?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528Acer%2Bpseudoplatanus%2529,,,3.369,7.478,6.76,9.473,6.795,12.33,simple,,,,,,,
Sapindales,Sapindaceae,Acer,rubrum,20.38,53.35,12.11,"Largo        10.75        9.07        6.84        10.05        7.3        8.1        7.87        7.6
Ancho        9.48        8.44        7.34        12.83        7.25        9.5        6.1        7.16
Peciolo        4.24        6.3        4.67        5        1.9        3.52        4.1        3.6
Long. Total        15.12        15.27        11.92        15.12        8.97        12.6        12.3        11
",,"Royal Botanic Gardens, Kew (K), K000640918   ||   Natural History Museum (BM), BM000884305   ||   Conservatoire et Jardin botaniques de la Ville de Genève (G), G00236623   ||   Herbarium of the Arnold Arboretum (A), A00050343   ||   Linnean Society of London Herbarium (LINN), LINN-HL1225-7",,,6.84,10.75,1.9,6.3,6.1,12.83,simple,,,Sinonimo de Acer drummondii,,,,
Sapindales,Sapindaceae,Cardiospermum,grandiflorum,17.07,121.69,29.27,"Leaves biternate or less often ternate, up to 18 cm. long, with deeply 3-lobed leaflets; petiole up to 6 cm. long, grooved, glabrous or pubescent; first order petiolules 1–3 cm. long, the central one longer or shorter than the laterals, those of ultimate leaflets 0–1 cm. long; leaflets ovate-rhombic, 1.5–9 cm. long, 1.2–4.3 cm. wide, acuminate at the apex, tapering at the base, coarsely crenate, ± glabrous or with tufts of hairs in the nerve axils beneath (can be velvety in South America); lateral nerves 5–12, weak.       Largo        8.27        5.53        7.1        10.7        11.6
Ancho        6.24        7.34        7.2        13.5        11.8
Peciolo        1.93        2.1        1.7        7.1        2.51
Long. Total        12.17        7.71        8.78        17.9        14.7
",https://plants-jstor-org.pbidi.unam.mx:2443/compilation/cardiospermum.grandiflorum?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DCardiospermum%2Bhalicacabum,"Muséum National d'Histoire Naturelle (P), P00355320   ||   Real Jardín Botánico (MA), MA672344   ||   Hebarium Buffelskloof Nature Reserve (BNRH), BNRH0005566-2   ||   Botanische Staatssammlung München (M), M0212743   ||   Botanische Staatssammlung München (M), M0212742",,,1.7,7.1,5.53,11.6,6.24,13.5,compound,,,Provided by: [C].Flora de Panama,,,,
Sapindales,Sapindaceae,Cardiospermum,halicababum,12.48,51.56,16.93,"Leaves pale green, stipulate, thin, biternate, triangular in outline, (3–)5–10 cm. long, 5–12 cm. wide, composed of 3 ± equal divisions each of a petiolule and 3 leaflets or deeply trifid leaflet; petiole 0.4–6 cm. long, pubescent; first order petiolules 0.5–3 cm. long, subequal or often the lateral ones somewhat longer than median one; leaflets sessile or with short secondary petiolules, sparsely pubescent when young, later glabrescent except for main nerves, the terminal one ovate, 1.5–6.5 cm. long, 0.8–2.5 cm. wide, acute to acuminate or rarely rounded at the apex, apiculate, attenuate to rounded at the base, serrate to deeply dentate or pinnatipartite, rarely ± entire",https://plants-jstor-org.pbidi.unam.mx:2443/compilation/cardiospermum.halicacabum?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DCardiospermum%2Bhalicacabum,,,,0.4,6,5,10,5,12,compound,,,,,,,
Sapindales,Sapindaceae,Distichostemon,hispidulus,0.20,23.33,15.26,"Shrub to 2 m high. Branchlets and peduncles pubescent. Leaves usually clustered, narrowly elliptic, obovate or elliptic-oblong, obtuse, truncate, mucronate or retuse, entire or crenulate, 1.5–9 cm long, 0.8–3.4 cm wide, velvety or coarsely pubescent; petiole 0.2–1.4 cm long. Inflorescence a terminal or axillary raceme or panicle, or flowers solitary. Flowers 5–14 mm diam.; pedicels 2–22 mm long. Sepals 5–10, elliptic, acute, pubescent. Stamens 30–74. Ovary obovoid or obcordate, truncate, or 3- or 4-lobed at apex, pubescent; style 5–25 mm long. Fruit 3- or 4-locular oblong-obovoid or ellipsoidal, pubescent or puberulent; wings divaricate or erect, broadest in upper third or quarter, 2–7 mm long, 2–14 mm wide.",http://www.anbg.gov.au/abrs/online-resources/flora/redirect.jsp,,,,0.2,1.4,1.5,9,0.8,3.4,simple,,,,,,,
Sapindales,Sapindaceae,Paullinia,sessiliflora,13.61,82.53,23.90,"Hojas pinnadamente 5-folioladas, pecíolo y raquis alados; folíolos oblongo-elípticos u ovado-elípticos, (2) 3.514.5 cm de largo y 1.86.8 cm de ancho, agudos a acuminados en el ápice, margen gruesamente dentado en la mitad superior, dientes frecuentemente con glándulas, subcoriáceos, glabros en la haz, glabros a pubescentes en el envés, frecuentemente ancistrosos en las axilas de los nervios, estípulas linear-lanceoladas, 1030 mm de largo, persistentes.    Largo        15.7        9.1        9.057        14.9        16.6
Ancho        16.2        11.53        8.7        19.1        23.5
Peciolo        5.79        3.04        3.336        4.3        8.9
Long. Total        21.53        12.17        12.3        19.3        25.64
",http://www.worldfloraonline.org/taxon/wfo-0001134910,"The Gray Herbarium (GH), GH00098218   ||  Naturalis Biodiversity Centre, formerly Utrecht University (U), U0008449   ||    Naturalis Biodiversity Centre, formerly Utrecht University (U), U0008448   ||   The Gray Herbarium (GH), GH00098213   ||   Botanische Staatssammlung München (M), M0212568
",,,3.04,8.9,9.05,16.6,8.7,23.5,compound,,,,,,,
Sapindales,Sapindaceae,Thouinidium,decandrum,16.05,84.62,22.42,"Hojas paripinnadas con 414 folíolos; folíolos linear-lanceolados a lanceolados, algo falcados, hasta 3 cm de ancho, agudos a acuminados en el ápice, margen serrado, gruesamente membranáceos y generalmente lustrosos, glabros a casi así, sésiles o casi así.           Largo        18        19.1        15.8        10.1        22.5
Ancho        15.26        11.15        13        15.7        17.7
Peciolo        2.3        3.7        3.6        3        3.54
Long. Total        20.05        22.6        19.2        12.9        25.9
",http://www.worldfloraonline.org/taxon/wfo-0000458897,"Muséum National d'Histoire Naturelle (P), P00136901   ||    Muséum National d'Histoire Naturelle (P), P00136902    ||   Muséum National d'Histoire Naturelle (P), P00136903   ||   https://herbanwmex.net/portal/collections/individual/index.php?occid=21372832   ||  https://herbanwmex.net/portal/collections/individual/index.php?occid=2431843
",,,2.3,3.7,10.1,22.5,11.15,17.7,compound,,,,,,,
