 order,family,genus,species,Stem Length Meters,VDbase µm (Vessel diameter stem base micrometers),VDtip µm (Vessel diameter stem tip micrometers),Datos crudos sobre hojas,Fuente general,Fuente herbario,Mín. longitud total de la hoja (cm),Máx. longitud total de la hoja (cm),Mín. longitud del peciolo (cm),Máx. longitud del peciolo (cm),Mín. longitud de la lámina (cm),Máx. longitud de la lámina (cm),Mín. ancho de hoja o lámina (cm),Máx. ancho de hoja o lámina (cm),Tipo de hoja (simple/compuesta),Long hoja (cm),Ancho hoja (cm),NOTAS
Oxalidales,Elaeocarpaceae,Elaeocarpus,reticulatus,9.75,53.25,18.11,"Leaves 1-foliolate, lamina oblong-elliptic, mostly 5–13 cm long, sometimes to 15 cm long, 1–3 cm wide, ± glabrous, margins regularly toothed; small domatia present; venation prominently reticulate on both surfaces; petiole 5–20 mm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&showsyn=&dist=&constat=&lvl=sp&name=Elaeocarpus~reticulatus,,,,,,,,,,,,,
Oxalidales,Elaeocarpaceae,Tetratheca,rubioides,0.22,11.15,8.17,"Leaves usually in whorls of 5–7, rarely fewer on the lower parts of the branches, linear, 3–15 mm long, c. 1 mm wide, upper surface densely hairy, margins revolute; sessile.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&showsyn=&dist=&constat=&lvl=sp&name=Tetratheca~rubioides,,,,,,,,,,,,,
Pandanales,Pandanaceae,Pandanus,tectorius,8.90,93.07,12.09,"Leaves green, often glaucous abaxially, linear-ensiform, to 180 × 10 cm, spinose-serrate on margin and midvein abaxially, apex abruptly long acuminate. // Leaves in 4 rows, spiralled, crowded towards apex of stems or branches, simple, linear, up to 1 m long, 5–8 cm wide, margins recurved, margins and midrib prickly, base sheathing.",http://www.worldfloraonline.org/taxon/wfo-0000725426    |      https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&showsyn=&dist=&constat=&lvl=sp&name=Pandanus~tectorius,,,,,,,,,,,,,
Paracryphiales,Paracryphiaceae,Paracryphia,alticola,4.19,42.96,12.54,"Feuilles à pétiole long de 2,5-4 cm. Limbe vert foncé brillant dessus, vert clair dessous, de 5-13 x 1,5-4,5 cm, obové à oblancéolé ; marge denticulée (env. 20 dents de chaque côté) ; sommet aigu à sub-acuminé ; base atténuée sur le pétiole ; nervation pennée ; 10-14 paires de nervures secondaires visibles sur les 2 faces ...",https://www.biodiversitylibrary.org/page/59603424#page/110/mode/1up,,,,,,,,,,,,,
Paracryphiales,Paracryphiaceae,Quintinia,major,3.85,55.54,15.83,,,,,,,,,,,,,,,
Paracryphiales,Paracryphiaceae,Quintinia,oreophila,2.00,30.46,12.86,,,,,,,,,,,,,,,
Paracryphiales,Paracryphiaceae,Quintinia,sieberi,13.00,75.61,14.86,"Leaves elliptic to oblong-elliptic, 5–12 cm long, 1.5–5 cm wide, apex shortly acuminate, margins entire, lamina glabrous, leathery, reticulation usually prominent on upper surface, lower surface dotted with red glands; petiole 8–12 mm long, thick, green or reddish.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&showsyn=&dist=&constat=&lvl=sp&name=Quintinia~sieberi,,,,,,,,,,,,,
Paracryphiales,Paracryphiaceae,Quintinia,verdonii,11.57,61.65,21.25,"Leaves oblong-elliptic to oblong-obovate, 5–15 cm long, 1.5–5 cm wide, apex shortly and bluntly acuminate to rounded, margins entire, lamina glabrous, leathery, reticulation scarcely visible on upper surface, lower surface dotted with ± colourless glands; petiole 10–25 mm long, thick, green or reddish.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&showsyn=&dist=&constat=&lvl=sp&name=Quintinia~verdonii,,,,,,,,,,,,,
Picramniales,Picramniaceae,Alvaradoa,amorphoides,6.23,62.46,23.30,"Hojas pinnadas, membranáceas, generalmente con 20-50 folíolos elíptico-oblongos, de 1.0-2. 5 cm de largo, 0.6- 1.0 cm de ancho, el haz hirsútulo-estrigoso a glabro, verde intenso, el envés seríceo, verde pálido, el ápice redondeado o algunas veces retuso, la base aguda, el nervio medio y los primarios impresos en el haz, prominentes en el envés, los pecíolos de 1. 7-3.0 cm de longitud, 0.8- 1.4 mm de diámetro, el raquis de 12.5-21.0 cm de longitud.",https://www.biodiversitylibrary.org/page/50938098#page/6/mode/1up,,,,,,,,,,,,,
Picramniales,Picramniaceae,Picramnia,antidesma,5.80,35.57,20.89,"Hojas cartáceas a subcoriáceas, generalmente concoloras, la lámina oblanceolada u obovada, los folíolos, altemos o subopuestos, los peciólulos de 2-4 mm de longitud, 0.8-1. 6 mm de diámetro, los folíolos terminales ovados, elípticos a obovados, de 5.2-12.0 cm de largo, 1.7-4. 7 cm de ancho, el ápice acuminado a obtuso, la punta generalmente roma, la base cuneada, los folíolos apicales laterales ovados a elípticos, de 4. 0-8. 2 cm de largo, 1.5-3. 8 cm de ancho, el ápice acuminado a caudado, la base cuneada a oblicua, los folíolos básales ovados, de 1.2-2. 8 cm de largo, 0.6-2. 6 cm de ancho, el ápice acuminado a caudado, la base cuneada a tmncada, a menudo oblicua, el haz esparcidamente seríceo a glabrescente, brillante, el envés finamente seríceo a glabrescente, el nervio medio puberulento en el haz, el nervio medio y los primarios impresos en el haz, ligeramente prominentes en el envés, los pecíolos de 1-5 cm de longitud, 0.8- 1.6 mm de diámetro, pubemlentos a glabrescentes, el raquis de 6.5-18.0 cm de longitud, longitudinalmente estriado, finamente puberulento, glabrescente.",https://www.biodiversitylibrary.org/page/50938098#page/10/mode/1up,,,,,,,,,,,,,
Piperales,Aristolochiaceae,Aristolochia,emiliae,0.15,20.26,12.83,"...hojas pecioladas, ápice acuminado, haz esparcidamente piloso a glabrescente, envés glabrescente, piloso entre las nervaduras y los bordes, peciolo corto, de (0.3–)0.4–0.9(–1) cm de largo, 0.4–0.5 mm de diámetro, lámina trilobada, de (2.5–)5–8.5(–10) cm de largo, (1–)1.5–3.5(–4.5) cm de ancho, los lóbulos basales en forma de ancla, más cortos que el lóbulo central..",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-71512008000100003,,,,,,,,,,,,,
Piperales,Aristolochiaceae,Aristolochia,taliscana,4.44,78.05,25.94,"Leaves broadly cordate, rounded to emarginate, basally deeply cordate-auriculate, 2.5-6.0 cm broad, 2.5-7.0 cm long, smooth…",https://www.biodiversitylibrary.org/page/20103374#page/160/mode/1up,,,,,,,,,,,,,
Piperales,Piperaceae,Piper,amalago,7.50,66.73,20.65,"Hojas uniformes en forma y tamaño en todos los ejes, simétricas, ampliamente ovadas o elíptico-ovadas, (6.5) 7.512 (13.5) cm de largo y (4) 5.68 cm de ancho, ápice acuminado, base cuneada a redondeada, ocasionalmente cordada en plantas de elevaciones bajas, inconspicuamente pelúcido-punteadas, verde nítidas en la haz y verde pálidas en el envés, cartáceas, verde ocres y opacas cuando secas, cortamente pubescentes a lo largo de los nervios principales en ambas superficies, glabrescentes en la haz, palmatinervias con 57 nervios principales divergiendo de la base en ángulos de 45°, arqueados y ascendentes, anastomosados marginalmente, nervadura terciaria inconspicua, nervadura levemente elevada en ambas superficies; pecíolos 0.61.5 cm de largo, vaginados, con un desarrollo estipular restringido a la base del pecíolo en todos los nudos, 2 mm de largo, caduco.",http://www.worldfloraonline.org/taxon/wfo-0000479786,,,,,,,,,,,,,
Piperales,Piperaceae,Piper,novae_hollandiae,21.65,193.60,19.40,"Leaves with petioles 0.6-3 cm long; blades ovate to broadly ovate, apex bluntly acuminate, base rounded to cordate, 4-12 cm X 2-11 cm, glabrous above, glabrous or sparsely pubescent beneath, green above, paler below.",https://www.biodiversitylibrary.org/page/46694941#page/200/mode/1up,,,,,,,,,,,,,
Poales,Flagellariaceae,Flagellaria,neocaledonica,2.97,103.68,27.76,"Leaves numerous; sheaths sometimes covered with white powder, upper margin closely appressed to culm, never blackened and sometimes yellow, laterally obcordate, dorsally deeply crenated in a V-shape (5–) 10–52 mm; petiole distinct; blades patent, lanceolate, acute, auriculated 22–54 (without tendril)  (2.3–)3.5–9 cm",https://bioone.org/journals/australian-systematic-botany/volume-27/issue-3/SB13048/The-taxonomy-of-Flagellaria-Flagellariaceae/10.1071/SB13048.short,,,,,,,,,,,,,
Poales,Poaceae,Panicum,clandestinum,1.04,36.78,22.02,"blades lanceolate, spreading, glabrous, usually papillose-ciliate at the cordate base, the larger ones 10–25 × 2–3 cm, up to ca 6+ times as long as wide, with strongly elevated midvein and sharply differentiated primary veins, the intervening secondary nerves evidently smaller and fine",http://www.worldfloraonline.org/taxon/wfo-0000883541,,,,,,,,,,,,,
Poales,Restionaceae,Baloskion,tetraphyllum,1.24,33.46,17.84,"Sheaths closely appressed, 15–30 mm long; lamina absent or to 15 mm long on juvenile shoots.   |     Sheathing leaves 10–35 mm long, closely appressed, becoming brown; apex acute to acuminate; those leaf-like bracts subtending the inflorescence clusters often with long woolly hairs.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&showsyn=&dist=&constat=&lvl=sp&name=Baloskion~tetraphyllum    |       https://vicflora.rbg.vic.gov.au/flora/taxon/f799196d-ce6b-4641-99ff-21f5f48013da,,,,,,,,,,,,,
Proteales,Proteaceae,Bellendena,montana,0.50,24.52,7.84,,,,,,,,,,,,,,,
Proteales,Proteaceae,Embothrium,coccineum,1.34,30.86,8.17,"Leaves entire, very variable in size and shape even on the same individual, obovate, oblong-elliptic or lanceolate, rounded or acute at the apex, up to 6 in. (rarely more) long, 3⁄5 to 11⁄5 in. wide, dark glossy green above, paler and greyish green beneath; leaf-stalks 1⁄5 to 2⁄5 in. long.",https://treesandshrubsonline.org/articles/embothrium/embothrium-coccineum/,,,,,,,,,,,,,
Proteales,Proteaceae,Grevillea,exul,3.11,78.35,18.73,,,,,,,,,,,,,,,
Proteales,Proteaceae,Lambertia,formosa,2.80,34.44,12.06,"Leaves commonly in whorls of 3, sometimes 4–6, linear to narrow-oblanceolate, mostly 3–8 cm long and 2–5 mm wide, apex pungent-pointed, base tapering, margins entire and recurved, lower surface paler, ± sessile.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&showsyn=&dist=&constat=&lvl=sp&name=Lambertia~formosa,,,,,,,,,,,,,
Proteales,Proteaceae,Orites,diversifolius,1.99,34.81,8.11,,,,,,,,,,,,,,,
Proteales,Proteaceae,Persoonia,falcata,5.00,102.98,16.58,,,,,,,,,,,,,,,
Proteales,Proteaceae,Roupala,montana,5.63,89.07,15.11,"Leaves heteromorphic; juvenile leaves pinnately compound, generally larger than the adult forms, the number of leaflets extremely variable even on a single branchlet, margin generally coarsely serrate or sometimes undulate, the veins con- spicuous; adult leaves ovate, 5-12 cm. long, 2-9 cm. broad, acute or acuminate at the apex, cuneate to more or less obtuse at the base and often decurrent upon the petiole, subcoriaceous or coriaceous, ferrugineous-strigillose and glabrescent above and below, the costa plane to immersed above, emersed below, the primary lateral veins numerous, conspicuous, the margin entire, undulate to variously dentate or serrate, often repand; petiole 1-6 cm. long.",http://www.worldfloraonline.org/taxon/wfo-0000403899,,,,,,,,,,,,,
Proteales,Proteaceae,Stenocarpus,umbellifer,1.43,63.55,17.06,,,,,,,,,,,,,,,
Proteales,Proteaceae,Symphionema,montanum,0.56,16.71,12.12,"Leaves 20–40 mm long, usually ternately divided into 3–9 segments; segments of divided leaves and entire leaves flat, linear to lanceolate, 2–20 mm long, 2–3 mm wide, midvein distinct, glabrous.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&showsyn=&dist=&constat=&lvl=sp&name=Symphionema~montanum,,,,,,,,,,,,,
Proteales,Proteaceae,Telopea,truncata,2.09,33.46,15.44,"Leaves alternate, of stiff leathery texture, usually closely set on the branchlets where some persist for two years. They are of oblanceolate shape, tapered gradually to the base, more abruptly to the apex which may be rounded or pointed, sometimes having two or three large teeth, or sometimes (especially on young cultivated plants) being deeply bilobed, 2 to 5 in. long, 1⁄2 to 13⁄4 in. wide, dullish green above, rather glaucous beneath. ",https://treesandshrubsonline.org/articles/telopea/telopea-truncata/,,,,,,,,,,,,,
Ranunculales,Berberidaceae,Berberis,aquifolium,3.76,25.16,11.66,"Leaves  5-9-foliolate, petioles 1-6 cm, blade 5.1-8.7(-14.5) × 2.4-4.5(-5.5) cm",http://www.worldfloraonline.org/taxon/wfo-0000562782,,,,1,6,5.1,8.7,2.4,4.5,Compuesta,,,
Ranunculales,Berberidaceae,Berberis,darwinii,0.95,17.29,8.78,Leaf simple: petioles 0.1-0.3 cm. blade 1.7-3 × 0.9-1.2 cm,http://www.worldfloraonline.org/taxon/wfo-0000563041,,,,0.1,0.3,1.7,3,0.9,1.2,Simple,,,
Ranunculales,Berberidaceae,Berberis,empetrifolia,0.67,18.87,8.52,"Leaves simple; the blade 5-18 mm long, 1-1.2 wide. Petiole 1-2.5mm",https://www.biodiversitylibrary.org/page/27994095#page/821/mode/1up,,,,0.1,0.25,0.5,1.8,0.1,0.12,Simple,,,
Ranunculales,Berberidaceae,Berberis,microphylla,0.79,18.38,7.80,Leaves simple; petioles 0.2-0.8 cm.  2-6(-8) × 0.9-2.8 cm,http://www.worldfloraonline.org/taxon/wfo-0000564027,,,,0.2,0.8,2,6,0.9,2.8,Simple,,,"Nombre aceptado Berberis vulgaris, descripcion de Berberis vulgaris"
Ranunculales,Berberidaceae,Berberis,serratodentata,0.82,17.20,8.68,"Leaves simple; the blade 2.3-9.3 cm long, 1.1-2.4cm wide. Petiole ca. 7mm long.",https://www.biodiversitylibrary.org/page/27994095#page/833/mode/1up,,,,0.6,0.7,2.3,9.3,1.1,2.4,Simple,,,
Ranunculales,Berberidaceae,Nandina,domestica,0.62,13.75,9.11,"Leaves 30-50 cm; leaflets nearly sessile; 2-10 × 0.5-2 cm,",http://www.worldfloraonline.org/taxon/wfo-0000379744,,30,50,,,,,2,10,Compuesta,,,"El ancho se determino por el largo de los foliolos, Ver hoja"
Ranunculales,Menispermaceae,Hyperbaena,ilicifolia,3.48,88.24,20.54,Petioles 8-12 mm long. Blade 9cm long and 5.5 cm wide,https://www.biodiversitylibrary.org/page/34552565#page/81/mode/1up,,,,0.8,1.2,,,,,Simple,9,5.5,
Ranunculales,Menispermaceae,Stephania,japonica,6.23,105.08,31.23,"Petiole 3-12 cm; leaf blade conspicuously peltate, 5-12(-15) cm, as wide as or slightly wider than long",http://www.worldfloraonline.org/taxon/wfo-0001083818,,,,3,12,5,12,5,12,Simple,,,Peltada
Ranunculales,Papaveraceae,Bocconia,arborea,8.22,148.79,27.83,Hojas generalmente 15-25 cm de largo y 6-9 cm de ancho,http://www.worldfloraonline.org/taxon/wfo-0000567121,,15,25,,,,,6,9,Simple,,,
Ranunculales,Ranunculaceae,Clematis,glycinoides,8.86,70.20,34.26,"Leaves once ternately divided. petioles 2-8cm long, petiolules 0.5-2cm long. leaflet blades 2-11 cm x 1-7 cm",https://www.biodiversitylibrary.org/page/46694929#page/187/mode/1up,,,,2,8,2.5,13,5,26,Compuesta,,,"Compuesta c/ peciolulos, tamaño recreado con los datos de la descripcion"
Ranunculales,Ranunculaceae,Clematis,vitalba,4.17,73.77,15.80,leaflets 8 × (2-)3-5(-6) cm,http://www.worldfloraonline.org/taxon/wfo-0000610926,,,,,,,,,,Compuesta,8,16,"Compuesta c/ peciolulos, tamaño recreado con los datos de la descripcion"
Rosales,Moraceae,Ficus,insipida,21.00,218.76,44.32,"Hojas (5-)10-25 × (2.5-)4-10 cm,",http://www.worldfloraonline.org/taxon/wfo-0000688819,,10,25,,,,,4,10,Simple,,,
Rosales,Moraceae,Pseudolmedia,glabrata,17.00,109.67,31.44,Hojas 6-22 × 2-11 cm,http://www.worldfloraonline.org/taxon/wfo-0000473912,,6,22,,,,,2,11,Simple,,,
Rosales,Rhamnaceae,Alphitonia,neocaledonica,5.37,76.43,12.14,Feuilles alternes d'environ 10 cm de long.. Pétiole d'environ 1-3 cm,http://endemia.nc/flore/fiche513,https://collections.nmnh.si.edu/media/?ark=470644949bc342c0a6cbbdfc364dd0d1 https://collections.nmnh.si.edu/media/?ark=d35cddf95abd4047ade00b495196d2b6 https://collections.nmnh.si.edu/media/?ark=ecbf0e8c9f8e40bba370ea1504f22ed1 https://collections.nmnh.si.edu/media/?ark=db9b0261796448a588b4125098d964b7 https://medialib.naturalis.nl/file/id/L.4202056/format/large,,,,,,,,,Simple,10.1,4.2,Herbario
Rosales,Rhamnaceae,Ceanothus,cordulatus,2.08,19.00,8.86,Leaves: petiole 2–8 mm;  blade 10–30 × 6–18 mm,http://www.worldfloraonline.org/taxon/wfo-0000591804,,,,0.2,0.8,1,3,0.6,1.8,Simple,,,
Rosales,Rhamnaceae,Ceanothus,cuneatus,4.37,29.11,7.92,"Leaves: petiole 1–3 mm, 4–22(–30) × 3–12(–22) mm",http://www.worldfloraonline.org/taxon/wfo-0000591808,,,,0.1,0.3,0.4,2.2,0.3,1.2,Simple,,,
Rosales,Rhamnaceae,Ceanothus,leucodermis,1.42,24.90,10.92,Leaves: petiole 3–7 mm; 5–30 × 3–15 mm.,http://www.worldfloraonline.org/taxon/wfo-0000591955,,,,0.3,0.7,0.5,3,0.3,1.5,Simple,,,
Rosales,Rhamnaceae,Ceanothus,spinosus,7.08,32.27,10.45,Leaves: petiole 4–7 mm;  11–35 × 8–29 mm,http://www.worldfloraonline.org/taxon/wfo-0000592085,,,,0.4,0.7,1.1,3.5,0.8,2.9,Simple,,,
Rosales,Rhamnaceae,Colubrina,viridis,3.38,42.68,9.23,"blades 6-42 mm long, 3-20 mm broad, petioles 1-16 mm long.",https://link.springer.com/article/10.2307/2805841,,,,0.1,1.6,0.6,4.2,0.3,2,Simple,,,
Rosales,Rhamnaceae,Frangula,californica,2.06,30.89,10.51,Leaves; petiole 3–10 mm; blade 2–10 cm.,http://www.worldfloraonline.org/taxon/wfo-0000691873,https://bisque.cyverse.org/image_service/image/00-THetTDXw6Py6JEiH5GUoQG?resize=4000&format=jpeg https://bisque.cyverse.org/image_service/image/00-6cTqScuRnSuYRjEKdwwfGo?resize=4000&format=jpeg https://bisque.cyverse.org/image_service/image/00-WVqJVDCkHX47wKFRE5yq83?resize=4000&format=jpeg https://s.idigbio.org/idigbio-images-prod/2c6413dc0312d96929194f6ff3047367 https://s.idigbio.org/idigbio-images-prod/1a356898f8387ffbc221c961447f1f60,,,,,,,,,Simple,5,1.94,Herbario
Rosales,Rhamnaceae,Ochetophila,nana,1.65,32.90,8.01,"Hojas de 0,4-0,9 cm",http://www.floraargentina.edu.ar/wp-content/uploads/2019/01/RHAMNACEAE.pdf,https://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvMTMwLzI4MC80MTkzNy5qcGc= http://www.kew.org/herbcatimg/214561.jpg https://serv.biokic.asu.edu/imglib/h_seinet/seinet/ASU/ASU0064/ASU0064756_lg.jpg https://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvNDIwLzQ4My82NzkxNDYuanBn https://collections.nmnh.si.edu/media/?ark=f4c793585a6f4ef1837f07d028e8ce98,,,,,,,,,Simple,0.8,0.24,"Herbario; Sinonimia Discaria nana, Descripcion de Discaria nana"
Rosales,Rhamnaceae,Pomaderris,ledifolia,2.90,40.04,12.43,"Leaves with petioles 1-2.5 mm, 2-10 mm x 1.5-3",https://www.biodiversitylibrary.org/page/46703193#page/66/mode/1up,,,,0.1,0.25,0.2,1,0.15,0.3,Simple,,,
Rosales,Rhamnaceae,Rhamnus,alpina,2.49,30.17,11.28,lámina (15)20-130(140) × (10)15-65 mm; pecíolo (5)10-15(20) mm,https://bibdigital.rjb.csic.es/medias/c4/51/33/b3/c45133b3-9c20-4017-926a-91004c85ae29/files/Fl_Iber9.pdf,,,,1,1.5,2,13,1.5,6.5,Simple,,,
Rosales,Rhamnaceae,Ziziphus,joazeiro,9.70,84.44,14.06,Folhas de comprimento 5-10cm de comprimento por 3-6 cm de largura,"Lorenzi,H.,1992. Arvores Brasileiras",,5,10,,,,,3,6,Simple,,,
Rosales,Rhamnaceae,Ziziphus,parryi,3.41,51.75,14.77,"Leaves , 1–2.5(–3) cm,",http://www.worldfloraonline.org/taxon/wfo-0001130947,https://bisque.cyverse.org/image_service/image/00-KwgKjz4FCAmmiiitcWcjUM/resize:4000/format:jpeg https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00029/DES00029655_lg.jpg https://s.idigbio.org/idigbio-images-prod/d8a9574d04596e72a06b7be4fd9f2b56 https://s.idigbio.org/idigbio-images-prod/526bd7fff880905f795d4f860deab11b https://s.idigbio.org/idigbio-images-prod/b9419577d379ccc19ce6155526c206e3,,,,,,,,,Simple,2.32,0.7,Herbario
Rosales,Rosaceae,Adenostoma,fasciculatum,2.34,19.74,8.45,Leaves (2–)3–10(–13) × 0.6–1(–1.7) mm,http://www.worldfloraonline.org/taxon/wfo-0001009078,,0.3,1,,,,,0.06,0.1,Simple,,,
Rosales,Rosaceae,Amelanchier,ovalis,1.31,21.15,10.90,"Hojas de tamaño muy variable; limbo (0,9)1.3-4.6 x (0.6)1-3cm; peciolo (0.2)0.5-1.6cm",http://www.floraiberica.es/floraiberica/texto/pdfs/06_087_24%20Amelancher.pdf,,,,0.5,1.6,1.3,4.6,1,3,Simple,,,
Rosales,Rosaceae,Cercocarpus,montanus_var_glaber,2.62,29.22,10.31,Leaves: petiole 1.5–9(–16) mm; blade (8–)12–50(–78) × (4–)8–35(–64) mm,http://www.worldfloraonline.org/taxon/wfo-0001014585#description,,,,0.19,0.9,1.2,5,0.8,3.5,Simple,,,"Sinonimia Cercocarpus betuloides, Descripcion de Cercocarpus betuloides"
Rosales,Rosaceae,Crataegus,monogyna,5.10,28.65,8.91,"Hojas: Limbo 10-30(57) x 8-32(60) mm, peciolo 1-30mm",http://www.floraiberica.es/floraiberica/texto/pdfs/06_087_22%20Crataegus.pdf,,,,0.1,3,1,3,0.8,3.2,Simple,,,
Rosales,Rosaceae,Crataegus,sp,4.01,27.06,9.53,,,,,,,,,,,,,,,????????
Rosales,Rosaceae,Heteromeles,arbutifolia,5.36,28.22,11.47,"leaves, petiolate 1–2 cm,  5–10 cm long;",https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=28072 http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250100233,https://s.idigbio.org/idigbio-images-prod/1f5e3c2b7558c3190b41c991aa812d80 http://sdplantatlas.org/Synoptic1/HighResDownload/H273223.jpg https://collections.nmnh.si.edu/media/?ark=c804f46f30ff448ba9f75d73106dad47 https://s.idigbio.org/idigbio-images-prod/fd2701131dc63d381940408bf89b30ed http://sdplantatlas.org/Synoptic1/HighResDownload/H274321.jpg,,,,,,,,,Simple,9.55,2.84,Herbario
Rosales,Rosaceae,Holodiscus,dumosus,1.90,25.48,10.70,Leaves: petiole indistinct with decurrent blades; 1–4(–6) × 0.5–2(–3) cm,http://www.worldfloraonline.org/taxon/wfo-0000988840#description,,1,4,,,,,0.5,2,Simple,,,"Sinonimia Holodiscus discolor var. dumosus, descricpion de sinonimia"
Rosales,Rosaceae,Polylepis,besseri,5.30,54.08,12.82,"Leaves 1.4-4.9 cm wide, 1.8-7.9 cm long",https://repository.si.edu/bitstream/handle/10088/7018/scb-0043.pdf?sequence=1&isAllowed=y,,1.8,7.9,,,,,1.4,4.9,Compuesta,,,
Rosales,Rosaceae,Polylepis,tarapacana,3.79,32.81,5.21,"Leaves 0.8-3.9 cm wide, 1.9-2.4 cm long, ",https://repository.si.edu/bitstream/handle/10088/7018/scb-0043.pdf?sequence=1&isAllowed=y,,1.9,2.4,,,,,0.8,3.9,Compuesta,,,"Nombre aceptado Polylepis tomentella, descripcion de Polylepis tomentella"
Rosales,Rosaceae,Prunus,avium,8.90,47.65,12.67,"Leaves:  petiole (14–)20–40 mm, blade (4–)7–14 × (2.5–)4–8.5 cm",http://www.worldfloraonline.org/taxon/wfo-0001005630,,,,2,4,7,14,4,8.5,Simple,,,
Rosales,Rosaceae,Prunus,fasciculata,1.97,21.41,10.27,"Leaves: sessile; blade 0.5–2 × 0.1–0.2(–0.4) cm, ",http://www.worldfloraonline.org/taxon/wfo-0001013847,,0.5,2,,,,,0.1,0.2,Simple,,,
Rosales,Rosaceae,Prunus,serotina,28.93,60.83,10.90,"Leaves; petiole 4–22(–27) mm,  blade  2.5–9(–11) × 1.2–5(–6.6)cm,",http://www.worldfloraonline.org/taxon/wfo-0001016575,,,,0.4,2.2,2.5,9,1.5,5,Simple,,,"Nombre aceptdo Prunus virginiana, Descripcion de Prunus virginiana"
Rosales,Rosaceae,Rosa,californica,2.03,26.31,9.81,"Leaves (2–)4–14 cm; petiolule 5–15(–20) mm, blade (10–)15–40(–60) × 10–25(–30) mm",http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250100412,,4,14,,,,,2,5.5,Compuesta,,,"Compuesta c/ peciolulos, tamaño recreado con los datos de la descripcion"
Rosales,Rosaceae,Rosa,canina,1.92,31.06,14.23,"Leaves 6–11 cm;  petiolule 5–11 mm, blade 15–40 × 12–20 mm,",http://www.worldfloraonline.org/taxon/wfo-0001005999,,6,11,,,,,2,5.1,Compuesta,,,"Compuesta c/ peciolulos, tamaño recreado con los datos de la descripcion"
Rosales,Rosaceae,Rosa,glauca,1.98,28.77,18.16,"6–10.5 cm; stipules 13–16 × 1.5–2 mm, auricles flared, 2.5–5 mm, margins entire, eglandular or sparsely gland-fringed, surfaces glabrous, eglandular; petiole and rachis usually with pricklets, glabrous, eglandular; leaflets 5–7(–9), terminal: petiolule 10–20 mm, blade narrowly elliptic to ovate, 20–45 × 15–25 mm, leathery, base cuneate, sometimes rounded, margins 1-serrate, ?eglandular or few gland-tipped?, teeth 12–18 per side, eglandular, apex acute, abaxial surfaces pale green, sometimes dull red, glaucous, glabrous, eglandular, adaxial green-red or purplish, glaucous, dull, glabrous. ",http://www.worldfloraonline.org/taxon/wfo-0000983687,,,,,,6,10.5,,,Compuesta,8.25,,
Rosales,Rosaceae,Rosa,pendulina,0.50,23.48,10.78,"Leaves 2 to 6 in. long, with mostly seven or nine leaflets; rachis glabrous or downy, usually glandular. Leaflets variable in shape, mostly elliptic to broadly so, and acute at the apex, glabrous above, under-surface glandular or not, sometimes downy, teeth simple or compound, often glandular.",https://treesandshrubsonline.org/articles/rosa/rosa-pendulina/,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.linn-hs901-59-1?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Drosa%2Bpendulina  https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.linn-hl652-43,5.08,15.24,2,5.3,,,4,7.3,Compuesta,,,
